id,n_base,authorMeta/digg,authorMeta/fans,authorMeta/following,authorMeta/heart,authorMeta/name,authorMeta/nickName,authorMeta/profileUrl,authorMeta/signature,authorMeta/video,shareCount,playCount,diggCount,collectCount,des,createTimeISO,webVideoUrl,webVideoUrlc,funciona ,des.1,idt,Unnamed: 22,Unnamed: 23,memo_id,actividad,auditivo,cartel,comentarios_x,eauditivo,eauditvo,evisual,intencion,lugar,notas,otro,actividad.alarde,actividad.apologiad,actividad.comedia,actividad.concierto,actividad.declaracionpertenencia,actividad.entrevista,actividad.fiesta,actividad.homenaje,actividad.noticia,actividad.opinion,actividad.postenfrentamiento,actividad.proejercito,actividad.puntero,actividad.recorrido,actividad.replica,actividad.tareas,actividad.vental,actividad.videojuego,actividad.videomusical,auditivo.audioviral,auditivo.comunicaciontactica,cartel.2r,cartel.caf,cartel.cdnz,cartel.cds,cartel.chap,cartel.chapo,cartel.cjng,cartel.gobierno,cartel.mayitos,cartel.mencho,cartel.mz,cartel.ncdj,cartel.no,cartel.noreste,cartel.tropainfierno,cartel.vicentezambada,cartel.zetas,comentarios_y,comentarios.gral,comentarios.menciongco,comentarios.reclutamiento,auditivo.audiovid,auditivo.locucion,auditivo.musica,auditivo.musica_belica,auditivo.no,auditivo.narcocorrido,evisual.altar,evisual.armasv,evisual.baile,evisual.convoy,evisual.dañosbelicos,evisual.dinero,evisual.grabaciónprograma,evisual.meme,evisual.mouthsmah,evisual.mujeres,evisual.no,evisual.radio,evisual.repost,evisual.ropa,evisual.siglasv,evisual.texto,evisual.uniformesv,evisual.vidorginal,intencion.alertar,intencion.burlavs,intencion.ciudadano,intencion.comercio,intencion.esvida,intencion.glorificacion,intencion.gobierno,intencion.identidad,intencion.imitacion,intencion.informar,intencion.ironizar,intencion.legitmiacion,intencion.miedo,intencion.propaganda,intencion.queja,intencion.reclutamiento,intencion.visibilidad,lugar.cln,lugar.gdl,lugar.slp,lugar.tjn,notas.ejemplo,otro.serietv,evisual.conduccion,actividad.,evisual.despliegue,intencion.acusar,lugar.tuxtlag,evisual.alcohol,cartel.golfo,cartel.chukys,evisual.joyas,lugar.nl,lugar.sonora,lugar.durango,auditivo.balazos,evisual.niños,lugar.nayarit,lugar.clya,otro.trend,cartel.ruso,lugar.usa,cartel.cartlgdl,lugar.bjc,lugar.cdmx,actividad.actividad,cartel.desinaloa,cartel.jaliscong,cartel.neste,cartel.nz,cartel.mayizamz,cartel.chapizachapo,evisual.vehiculos,evisual.inmuebles,lugar.jal,lugar.chiap,union
763,1,6692,3121,2354,105700,elbyronarias,Byron 🇪🇨,https://www.tiktok.com/@elbyronarias,"Bienvenidxs 
Se sube de todo
Saludos a las Sugar Mommys 
Made In Ecuador 🇪🇨 🚀",401,30700,2000000,72800,5442,Tendremos nuevo presidente jajaja conozco gente full gente tapa y a este 👉🏻👉🏻👉🏻   #noboa #apagones #ecuador #narco #mashi #ecuador🇪🇨 ,2024-11-29T12:23:51.000Z,https://www.tiktok.com/@elbyronarias/video/7442675912186858807,https://www.tiktok.com/@elbyronarias/video/7442675912186858807,,,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
764,1,7300,19800,1598,59900,jnpc777,JM🧝🏻‍♀️❄️,https://www.tiktok.com/@jnpc777,,7,657,191300,11100,1651,#VoiceEffects #h2 #abrahamvazquez👌🎼 #NCDJ #foryou ,2024-10-09T08:41:52.000Z,https://www.tiktok.com/@jnpc777/video/7423693336361389318,https://www.tiktok.com/@jnpc777/video/7423693336361389318,,,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
765,1,0,1319,0,28900,cook_kafemaru,welmaajcucz930,https://www.tiktok.com/@cook_kafemaru,このチャンネルでは、５ちゃんねる(旧 ２ちゃんねる)のスレッドをもとにコンテンツを作成していきます。ひまつぶしにご利用ください。,11,25,123900,5944,486,,2024-12-18T09:02:29.000Z,https://www.tiktok.com/@cook_kafemaru/video/7449674627607039264,https://www.tiktok.com/@cook_kafemaru/video/7449674627607039264,,,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
766,1,32800,3264,238,157300,michaeljacksonforfornite,aiden ⸸⋆,https://www.tiktok.com/@michaeljacksonforfornite,"I'm mentally crazy
snap - michaeljack4fn
insta - michaeljackson4fortnite",921,1,481,92,5,here's what reorganizing all of my cds looks like... I have alot of cds #music #metal #punk #collection #rock #alternative #cd #cds #haul,2025-01-20T13:28:24.000Z,https://www.tiktok.com/@michaeljacksonforfornite/video/7461988745248574766,https://www.tiktok.com/@michaeljacksonforfornite/video/7461988745248574766,,,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
767,1,4,4715,0,63700,afirmasimonsifui11,…..👆🏻,https://www.tiktok.com/@afirmasimonsifui11,,13,390,175600,7397,1184,Pura ya sabe 🫡👆🏻 #chihuahua #ncdj #linea #sierra ,2024-09-04T02:16:11.000Z,https://www.tiktok.com/@afirmasimonsifui11/video/7410605997548391685,https://www.tiktok.com/@afirmasimonsifui11/video/7410605997548391685,,,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
768,1,281900,2219,1153,99700,nik8teen,Nik ✣,https://www.tiktok.com/@nik8teen,"†(o.o)(❛◡❛)
ひ
Ig: nik8teen",41,5,2508,310,24,Recently bought cds!! #fyp #albums #music #trainspotting #cds #haul ,2023-07-05T14:06:41.000Z,https://www.tiktok.com/@nik8teen/video/7252335728020032770,https://www.tiktok.com/@nik8teen/video/7252335728020032770,,,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
769,1,7249,9556,190,1600000,megs_moff08,🎶,https://www.tiktok.com/@megs_moff08,🫡,53,0,339,25,0,Hand off 🔫#forypupage #fyppppppppppppppppppppppp #fypシ゚ #cds #music #cdcollection ,2025-01-23T17:43:11.000Z,https://www.tiktok.com/@megs_moff08/video/7463167882185248033,https://www.tiktok.com/@megs_moff08/video/7463167882185248033,,,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
770,1,8974,528,51,18000,onlyimtiazzz,Only✌️Imtiazzz,https://www.tiktok.com/@onlyimtiazzz,"Alhamdulillah For Everything 
Uid:1173099880
From:Moulvibazar
Still Waiting",478,0,1696,82,5,Biye Korben Kobe...,2025-01-23T08:16:43.000Z,https://www.tiktok.com/@onlyimtiazzz/video/7463021926630345992,https://www.tiktok.com/@onlyimtiazzz/video/7463021926630345992,,,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
771,1,15600,4139,380,143200,smr_baez7,666,https://www.tiktok.com/@smr_baez7,"2 cuenta @kb7_clex 

Ig: sm_baez7",11,752,816500,95300,12900,#parati #foryou #fyp #tropadelinfierno #janglack #rzr #cdn #nuevolaredo🇲🇽 #jajaj #parapetar 🥱,2024-02-21T04:15:44.000Z,https://www.tiktok.com/@smr_baez7/video/7337904120361225478,https://www.tiktok.com/@smr_baez7/video/7337904120361225478,,,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
772,1,33400,6337,1961,95500,berserker02_,Harekat2RolEjemex,https://www.tiktok.com/@berserker02_,Nombre de harekat :berserker02,185,0,2482,109,12,#pinchetiktokponmeenparati #parati #generadoporia #harekat2 #fyp #fakesituation #fakearma #game #sedena #juegos #harekat2online #cdnz  generado Generado por inteligencia artificial Video juego Inteligencia artificial ,2024-06-22T01:32:41.000Z,https://www.tiktok.com/@berserker02_/video/7383134497543310597,https://www.tiktok.com/@berserker02_/video/7383134497543310597,,,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
773,1,1113,13300,25,624800,eljuniorl3,𝕰𝕷𝕵𝖗,https://www.tiktok.com/@eljuniorl3,☘️🇲🇽🪗🎧ENVIVO ™️🔥,91,744,934400,65000,5022,Soy Cuatro Letras☘️😮‍💨🔥 🪗. Los Alegres De Barranco🏔️ #losalegresdelbarranco #cuatroletras #soycuatroletras ,2024-02-10T22:05:19.000Z,https://www.tiktok.com/@eljuniorl3/video/7334097761974930731,https://www.tiktok.com/@eljuniorl3/video/7334097761974930731,,,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
774,1,12200,2360,33,79700,alexander_portillo_06,alexander_Portillo_06,https://www.tiktok.com/@alexander_portillo_06,"HMO,SON.🌵
SÍGANME",5,3090,859200,78200,11300,Vamos a ver que tan viral se puede hacer este video🙌🏻       #fiv #famos #viral_video #principal #videoviral #tiktoklandia #fiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiip #capcut_edit #capcut_edit #tatuajes #tresdiablos #tatuajes #barzo #tropadelinfierno #tropa #janglack #elmakabelico#bailando #elmakabelico_oficial #templatecapcut #tikto #tik #tok #viral_video #vira #vista #visitas #chiriciazo #cuazitos #tattoo #hermosillo #sonora #mexico #diablo ,2024-12-02T09:24:04.000Z,https://www.tiktok.com/@alexander_portillo_06/video/7443742808256580919,https://www.tiktok.com/@alexander_portillo_06/video/7443742808256580919,,,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
775,1,22,721,811,360,cdl.training,CDL Training,https://www.tiktok.com/@cdl.training,,53,0,127,3,0,CDL CLASE A COMPONENTES 1 DE 2 VIDEOS ,2025-01-07T02:20:10.000Z,https://www.tiktok.com/@cdl.training/video/7456992645085187359,https://www.tiktok.com/@cdl.training/video/7456992645085187359,,,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
776,1,1221,55900,257,5900000,lucyspoilertv,Luciana 🐓,https://www.tiktok.com/@lucyspoilertv,Sígueme en Instagram 👇,458,4,1537,76,6,La única que emociona a Niurka es Laura 😂 #reality #casadelosfamosos #mexico #telemundorealitiess #telemundo #lcdlf2024 #laurabozzo ,2025-01-23T14:57:57.000Z,https://www.tiktok.com/@lucyspoilertv/video/7463125320149863685,https://www.tiktok.com/@lucyspoilertv/video/7463125320149863685,,,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
777,1,37100,1631,875,10700,mariobeltran130,Mayo_Beltran7,https://www.tiktok.com/@mariobeltran130,LV/CLN,36,205,56000,1139,238,Fiesta privada del #elguero#reyna #flacozambada#bacata#mayiza🤠 #sinaloa#losvacitos,2021-10-20T15:35:27.000Z,https://www.tiktok.com/@mariobeltran130/video/7021172556669537542,https://www.tiktok.com/@mariobeltran130/video/7021172556669537542,,,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
778,1,10700,248400,181,3600000,yhonicdnz,YhonicdnZ,https://www.tiktok.com/@yhonicdnz,Historias de narcos CDN Z CDG CDS etc👹,292,2835,679800,29300,4293,👹🎶,2024-09-22T22:27:47.000Z,https://www.tiktok.com/@yhonicdnz/video/7417597737585216798,https://www.tiktok.com/@yhonicdnz/video/7417597737585216798,,,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
779,1,3439,24300,715,669600,thejessebounds,Jesse Bounds,https://www.tiktok.com/@thejessebounds,Hay & Trucking entrepreneur join Ten-Four Coaching,2463,225,402800,18600,652,Hiring CDL & Farm Endorsement Truck Drivers cal ☎️541-998-3795 #truckers #truckersoftiktok #trucking #trucker #peterbilt #containertrucker #porttrucker #truckinglife #jesseboundstrucking #boundshay,2022-10-27T15:06:02.000Z,https://www.tiktok.com/@thejessebounds/video/7159208601465277738,https://www.tiktok.com/@thejessebounds/video/7159208601465277738,,,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
780,1,2117,891,1259,5489,notafraidofth3end,austyn 🫶🏻,https://www.tiktok.com/@notafraidofth3end,"yall js got skill issues
CURRENTLY PANICKING 😘",95,1,3052,295,18,the lover cd is stunning tho #trending #trend #viral #fyp #foryoupage #foryou #blowthisup #tiktok #cds #cdcollection #boringcd #brat #boy #ttpd #pulse ,2024-12-14T20:30:37.000Z,https://www.tiktok.com/@notafraidofth3end/video/7448367592852491550,https://www.tiktok.com/@notafraidofth3end/video/7448367592852491550,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
781,1,510,27200,183,420600,gladynet1,Gladynet nada mas,https://www.tiktok.com/@gladynet1,Profesora. Magister en Educación.. Sigueme en instagram  gladynet_nada_mas,902,69,286700,1462,176,huyy que terrible #viral #fanpage ,2023-01-28T16:52:43.000Z,https://www.tiktok.com/@gladynet1/video/7193747062905687301,https://www.tiktok.com/@gladynet1/video/7193747062905687301,,,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
782,1,56,52500,12,846200,previewcd,epsmusic,https://www.tiktok.com/@previewcd,"Bem-vindo! 
90/2000🎶
CDs Físico,
Link da Loja Shopee 👇💿📀",2039,2,404,39,1,🎶Taleesa - Burning Up #taleesa #epsmusic #euro #cds #paradoxxmusic #pop #italodance ,2025-01-23T13:54:51.000Z,https://www.tiktok.com/@previewcd/video/7463109059936668934,https://www.tiktok.com/@previewcd/video/7463109059936668934,,,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
783,1,7237,3185,49,198100,e5cap3edits_,𓂀 𝖙𝖆𝖉𝖊𝖔 𝖊𝖉𝖎𝖙𝖘 𓂀,https://www.tiktok.com/@e5cap3edits_,mechanic,26,8129,670700,106900,9473,literal😂 #parati#viral#pinchetiktokponmeenparati ,2024-07-10T19:45:01.000Z,https://www.tiktok.com/@e5cap3edits_/video/7390095517222472966,https://www.tiktok.com/@e5cap3edits_/video/7390095517222472966,,,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
784,1,363100,282,424,3553,shot_by_aldo,Shot_by_Aldo,https://www.tiktok.com/@shot_by_aldo,"🇲🇽
Insta:1aldo_luna",25,14,6572,544,20,NARCOS MEXICO SEASON 4??##nachos##narcosmexiconetflix##narcosmexicoseason4,2024-07-26T01:23:53.000Z,https://www.tiktok.com/@shot_by_aldo/video/7395749068414274846,https://www.tiktok.com/@shot_by_aldo/video/7395749068414274846,,,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
785,1,1587,1022,131,1959,kdv_kronos,⚡KRONOS⚡,https://www.tiktok.com/@kdv_kronos,"играю на infinix GT 20 PRO
5 пальцев ,гиро",74,0,1086,24,2,ну как видио#пабг#pubg ,2025-01-23T09:08:09.000Z,https://www.tiktok.com/@kdv_kronos/video/7463034555688045854,https://www.tiktok.com/@kdv_kronos/video/7463034555688045854,,,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
786,1,3866,3085,785,63300,renyy1703,Renny,https://www.tiktok.com/@renyy1703,,633,0,27,2,0,#queempieceeljuego #chichocastro #musica #flypシ #viral_video #cuatroletrasvanenlascamionetas #soycuatroletrasmusic ,2025-01-23T16:21:17.000Z,https://www.tiktok.com/@renyy1703/video/7463146792788512005,https://www.tiktok.com/@renyy1703/video/7463146792788512005,,,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
787,1,119,23000,8,6300000,sosawhite,sosawhite,https://www.tiktok.com/@sosawhite,"@sosa.oy
clips, regional mx.
insta: sosaa.sl",16,89400,4600000,704700,60900,#titodoublep #fyp #viral #parati #cln #mood ,2024-10-25T03:05:09.000Z,https://www.tiktok.com/@sosawhite/video/7429543935157996805,https://www.tiktok.com/@sosawhite/video/7429543935157996805,,,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
788,1,35700,30400,410,2400000,katiaguzmana,Katia 🏹🤍,https://www.tiktok.com/@katiaguzmana,"📍culiacán
24. 🦋🧿🪬✨",14,133000,14900000,2400000,143100,“¡¡A HUEVO!! LO AMARRÉ” @Daniela Noguez 😂 #fyp #boda #novios #reciencasados #culiacan #cln #fypage #foryou #wedding #love #married #justmarried #novia #novio #culichi #culichitown #fy #fypシ #fypシ゚viral #viral ,2023-04-02T18:23:20.000Z,https://www.tiktok.com/@katiaguzmana/video/7217519868889844997,https://www.tiktok.com/@katiaguzmana/video/7217519868889844997,,,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
789,1,16000,3637,997,31600,javierrequinto,javier_requinto🔥🎸,https://www.tiktok.com/@javierrequinto,creador de contenido,188,13,26500,539,51,#VoiceEffects  #soycuatroletras #losalegresdelbarranco  #requinto #viralvdeo ,2025-01-15T17:47:35.000Z,https://www.tiktok.com/@javierrequinto/video/7460200345445223686,https://www.tiktok.com/@javierrequinto/video/7460200345445223686,,,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
790,1,22700,98000,2471,3000000,bikelifej,💪🏾Buffalo🦬,https://www.tiktok.com/@bikelifej,"Straight Clownin MC🏍️
Instagram 📷@302strong
Snapchat 👻Ironhunger
Delaware📍",761,861,1700000,20200,1397,#cdl ,2023-05-24T15:12:47.000Z,https://www.tiktok.com/@bikelifej/video/7236767163254607146,https://www.tiktok.com/@bikelifej/video/7236767163254607146,,,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
791,1,2022,115200,41,8200000,golden_narqui,Narco🐕🐾🐾,https://www.tiktok.com/@golden_narqui,"Me llamo Narco y soy un Golden muy malcriado!
ig: @golden_narqui",165,10500,2000000,269700,11600,"Narco saliendo por primera vez a pasear!!! Libertad para Narco!!! Despues de unos meses de esperar a tener las vacunas necesarias, ya podemos salir con mucha mas tranquilidad🤩  Gracias a los genios de @thorpaw_ por el arnes y correa que le hicieron a medida para Narco! El peaseo fue un placer gracias a eso!!  Narco hizo de las suyas y se robo una pizza 😂😂  #parati #goldenbaby #perrospaseando #foryou #goldenretriever #love #viral #perritos🐶 ",2024-06-15T21:12:01.000Z,https://www.tiktok.com/@golden_narqui/video/7380840810859744518,https://www.tiktok.com/@golden_narqui/video/7380840810859744518,,,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
792,1,10300,1227,627,59600,andreww_jaquezz,Andrew Jaquez,https://www.tiktok.com/@andreww_jaquezz,"Coachella, CA🌴
@Grupo Nueva Fusion 🎸",52,3,1314,149,5,El MZ🤠  #gruponuevafusion #cover #lostucanesdetijuana #elmz #viral #fyp #ie #losangeles ,2024-09-18T23:45:16.000Z,https://www.tiktok.com/@andreww_jaquezz/video/7416133357773393182,https://www.tiktok.com/@andreww_jaquezz/video/7416133357773393182,,,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
793,1,44,133,8,1718,navarretes_show.fans,Navarretes show fans,https://www.tiktok.com/@navarretes_show.fans,"Bueno, vamo’ a divertiste",12,507,71500,1573,360,SOY 4 LETRAS #fyp #parat #viral_video ,2023-01-30T03:46:35.000Z,https://www.tiktok.com/@navarretes_show.fans/video/7194286605195054378,https://www.tiktok.com/@navarretes_show.fans/video/7194286605195054378,,,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
794,1,11,10,28,0,elmiejandag,elmz,https://www.tiktok.com/@elmiejandag,,5,0,164,0,0,Cousin,2023-06-03T04:24:45.000Z,https://www.tiktok.com/@elmiejandag/video/7240311022307822853,https://www.tiktok.com/@elmiejandag/video/7240311022307822853,,,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
795,1,663,3076,373,35000,elmedz_1,elmedz_1,https://www.tiktok.com/@elmedz_1,"لا تقلق، الشخص المُناسب لا يرحل، لا يرحل ابدآ 🤍🤍
        تعالى انستا👇",47,36,20000,992,81,معتش انفع كوتى 😂#CapCut #el_medz #fyp #ترند #اكسبلور #tik ,2024-11-06T14:48:24.000Z,https://www.tiktok.com/@elmedz_1/video/7434178219273669896,https://www.tiktok.com/@elmedz_1/video/7434178219273669896,,,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
796,1,871,4543,830,817,beni281.com,Benito Garcia 🐜🦁,https://www.tiktok.com/@beni281.com,,13,1,51600,24,11,#houstons #spanish #losangeles #reggaeton #dj #foryou #fy #latinos  #latinas #english #baytowntx #mix #djmixing #viral @Lisette Munro 🔐🦁 ,2024-07-25T21:30:38.000Z,https://www.tiktok.com/@beni281.com/video/7395688958723771679,https://www.tiktok.com/@beni281.com/video/7395688958723771679,,,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
797,1,1045,38,70,1735,randomacc__7,Cd lover 999,https://www.tiktok.com/@randomacc__7,Coleccionista de 💿,4,36,32500,1217,253,Cds🔛🔝#cd #music #oldschool#nwa #spotify ,2024-08-11T23:51:15.000Z,https://www.tiktok.com/@randomacc__7/video/7402033695869340934,https://www.tiktok.com/@randomacc__7/video/7402033695869340934,,,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
